,BrandName,Deatils,Sizes,MRP,SellPrice,Discount,Category
17,fossil,womens 36 mm jacqueline beige dial stainless steel analogue watch - es5120,Nan,"Rs
10995",8796,20% off,Watches-Women
18,giordano,womens gold dial analog watch 2844-33,Nan,"Rs
8650",4325,50% off,Watches-Women
19,giordano,womens black dial metallic analogue watch - r4008-22,Nan,"Rs
9590",3836,60% off,Watches-Women
20,fastrack,womens ft stunners pink dial stainless steel analog watch,Nan,Nan,1395,Nan,Watches-Women
21,casio,unisex g-shock rose gold dial resin analogue-digital watch - ga-800,Nan,"Rs
7495",5246,30% off,Watches-Women
22,Nan,Nan,Nan,Nan,Nan,Nan,Watches-Women
23,amazfit,unisex 45 mm gtr 3 black dial silicone amoled smart watch - a1971,Nan,Nan,13999,Nan,Watches-Women
24,giordano,womens mother of pearl dial metallic analogue watch - gd-2041-11,Nan,"Rs
10990",4396,60% off,Watches-Women
25,titan,womens moments of joy rose gold dial brass analogue watch - 2606wm09,Nan,Nan,7295,Nan,Watches-Women
0,michael kors,womens mini parker rose gold dial stainless steel analogue watch - mk6110,Nan,Nan,20795,Nan,Watches-Women
1,michael kors,womens 44 mm gen 6 bradshaw full color display dial stainless steel digital watch - mkt5135,Nan,Nan,29995,Nan,Watches-Women
2,titan,womens raga viva iv phase i rose gold & copper dial brass analogue watch - 2642wm01,Nan,Nan,4795,Nan,Watches-Women
3,fastrack,womens ruffles pink dial analogue watch - 6216wm01,Nan,Nan,3695,Nan,Watches-Women
4,fossil,womens 37 mm stella white dial ceramic analog watch - es5151,Nan,"Rs
10995",7696,30% off,Watches-Women
5,titan,womens 38.50 x 8.50 x 33 mm neo iii silver white dial stainless steel analog watch - nl2589sm01,Nan,"Rs
4495",2697,40% off,Watches-Women
6,kenneth cole,womens 34 mm blue dial stainless steel analog watch,Nan,Nan,13195,Nan,Watches-Women
7,giordano,womens silver dial analog watch 2871-02,Nan,"Rs
9250",2775,70% off,Watches-Women
8,michael kors,womens 33 mm mini slim runway silver dial stainless steel analogue watch - mk3514i,Nan,"Rs
14495",8697,40% off,Watches-Women
9,united colors of benetton,womens 36 mm multi color dial silicone analogue watch - uwucl0404,Nan,"Rs
2995",1797,40% off,Watches-Women
10,titan,womens 42 x 7.10 x 36 mm work wear black dial leather analog watch - 95069wl01,Nan,"Rs
6995",4197,40% off,Watches-Women
11,titan,womens 36.5 mm ladies neo vi phase i rose gold-copper dial stainless steel analogue watch,Nan,Nan,4795,Nan,Watches-Women
12,timex,womens 34 mm fashion blue dial rose gold stainless steel mesh bracelet analogue watch - twel11824,Nan,"Rs
3195",2556,20% off,Watches-Women
13,fastrack,womens 32.2 mm rose gold dial leather analogue watch - 6259wl01,Nan,Nan,2695,Nan,Watches-Women
14,titan,womens neo brown dial multifunction watch 2595wl01,Nan,"Rs
4795",2397,50% off,Watches-Women
15,giordano,womens analogue white dial metallic watch - 2976-11,Nan,"Rs
8390",2517,70% off,Watches-Women
16,titan,womens purple glam it up multi colour stainless steel analog watch  - 2648wm02,Nan,Nan,4195,Nan,Watches-Women
17,guess,womens 38 mm eclipse black dial silicone analog watch - gw0314l2,Nan,"Rs
10500",7350,30% off,Watches-Women
18,giordano,womens black dial metallic multi function watch - gd-2043-22,Nan,"Rs
13990",6495,54% off,Watches-Women
19,guess,womens 36 mm quattro clear rose gold dial silicone analog watch - gw0452l1,Nan,Nan,8795,Nan,Watches-Women
20,titan,womens 33 mm titan ladies slimline ii silver white dial metal analogue watch - 95141wm01,Nan,Nan,6695,Nan,Watches-Women
21,fossil,womens 30 mm modern sophisticate rose gold dial stainless steel analog watch - bq1571,Nan,Nan,9995,Nan,Watches-Women
22,Nan,Nan,Nan,Nan,Nan,Nan,Watches-Women
23,titan,womens brown dial metallic analogue watch - 95112qm01,Nan,"Rs
14295",7147,50% off,Watches-Women
24,fossil,womens rose gold dial stainless steel analogue watch - es4301,Nan,Nan,10195,Nan,Watches-Women
25,guess,womens 37 mm solstice clear dial stainless steel analog watch - gw0403l3,Nan,Nan,15495,Nan,Watches-Women
0,coach,womens grey dial leather analogue watch,Nan,"Rs
9995",4997,50% off,Watches-Women
1,michael kors,womens jaryn rose gold dial stainless steel analogue watch - mk3785,Nan,Nan,14495,Nan,Watches-Women
2,giordano,womens rose gold dial analogue metallic watch - gd-2036-33,Nan,"Rs
11590",3477,70% off,Watches-Women
3,titan,mens 45 x 6.90 x 40 mm slim work wear grey dial stainless steel analog watch - nm90053sm01,Nan,"Rs
8195",4097,50% off,Watches-Women
4,titan,womens 31.50 x 6.90 x 20 mm love all brown dial brass analog watch - 95154qm01,Nan,Nan,9995,Nan,Watches-Women
5,titan,womens ladies neo v phase i white dial stainless steel analogue watch - 2652sm01,Nan,Nan,5295,Nan,Watches-Women
6,giordano,womens white dial analog watch 2878-01,Nan,"Rs
9250",2775,70% off,Watches-Women
7,guess,womens 36.5 mm aurora rose gold dial stainless steel analog watch - w1264g3,Nan,"Rs
14995",10496,30% off,Watches-Women
8,timex,unisex 44x37 mm fit 2.0 square calling black dial silicone digital watch - twtxw205t,Nan,"Rs
5995",4796,20% off,Watches-Women
9,casio,unisex vintage rose gold dial steel digital watch - d197,Nan,"Rs
11995",10795,10% off,Watches-Women
10,fastrack wearables,unisex reflex curv blue strap silicone digital watch,Nan,"Rs
6495",4495,31% off,Watches-Women
11,fossil,womens 30 mm virginia mother of pearl dial stainless steel analogue watch - es3716,Nan,Nan,11995,Nan,Watches-Women
12,giordano,womens pink dial multifunction watch p2045-22,Nan,"Rs
9995",2998,70% off,Watches-Women
13,titan,womens raga ceramics blue dial analog watch - 95146kd01,Nan,Nan,17495,Nan,Watches-Women
14,skagen,womens rose gold dial analogue watch - wfs-skw2931i,Nan,"Rs
11995",8396,30% off,Watches-Women
15,titan,womens 6.9 mm raga zeal grey dial brass analogue watch - nm2576wm01,Nan,Nan,4695,Nan,Watches-Women
16,fastrack,womens animal print black dial analogue watch - 6221nm02,Nan,Nan,2650,Nan,Watches-Women
17,fastrack,womens ruffles analogue watch - 6208nm01,Nan,Nan,4395,Nan,Watches-Women
18,giordano,womens white dial metallic analogue watch - gd-2038-11,Nan,"Rs
11590",4636,60% off,Watches-Women
19,emporio armani,womens 32 mm mother of pearl dial stainless steel analog watch - ar11401i,Nan,"Rs
25995",18196,30% off,Watches-Women
20,fastrack wearables,unisex 18.5 x 45.4 x 11 mm reflex 3.0 black dial silicone smart band - swd90067pp03a,Nan,"Rs
2995",1795,40% off,Watches-Women
21,casio,womens enticer green stainless steel analog watch - a1999,Nan,"Rs
4995",3496,30% off,Watches-Women
22,Nan,Nan,Nan,Nan,Nan,Nan,Watches-Women
23,fastrack,womens ruffles black dial analogue watch - 6207nm01,Nan,Nan,3195,Nan,Watches-Women
24,fossil,womens 38 mm monroe hybrid hr multi-colour dial stainless steel smart hybrid watch - ftw7037,Nan,"Rs
16495",11546,30% off,Watches-Women
25,casio,unisex 30-39 mm vintage gold dial metal digital watch - d240,Nan,"Rs
5495",4945,10% off,Watches-Women
0,skagen,womens white dial metallic analogue watch - skw2749,Nan,"Rs
9995",6996,30% off,Watches-Women
1,fastrack wearables,unisex 18.5 x 45.4 x 11 mm reflex 3.0 black dial silicone smart band - swd90067pp04a,Nan,"Rs
2995",1795,40% off,Watches-Women
2,armani exchange,womens 32 mm black dial leather analogue watch - ax5382i,Nan,"Rs
9995",7996,20% off,Watches-Women
3,fossil,womens 28 mm carlie mini white dial stainless steel analogue watch - es4649,Nan,Nan,9495,Nan,Watches-Women
4,titan,womens purple ceramic refreshers blue dial metal & ceramic analogue watch - wtt95061wd05,Nan,Nan,9640,Nan,Watches-Women
5,titan,womens 35 mm ladies neo vi phase i silver white dial leather analogue watch,Nan,Nan,5195,Nan,Watches-Women
6,giordano,womens analogue two tone dial metallic watch,Nan,"Rs
8790",2637,70% off,Watches-Women
7,giordano,womens pink dial metallic chronograph watch - gd-2075-33,Nan,"Rs
15290",6116,60% off,Watches-Women
8,titan,womens raga moments of joy white mother-of-pearl dial analogue watch,Nan,Nan,6295,Nan,Watches-Women
9,anne klein,womens analogue stainless steel watch - ak2969mpsv,Nan,"Rs
8300",4980,40% off,Watches-Women
10,kenneth cole,unisex black dial silicone digital watch,Nan,Nan,8500,Nan,Watches-Women
11,giordano,womens analogue leather watch - 2794-02,Nan,"Rs
8950",2685,70% off,Watches-Women
12,titan,womens 43.50 x 8 x 36.50 mm neo iv silver white dial stainless steel analog watch - 2617sm02,Nan,"Rs
3995",1997,50% off,Watches-Women
13,michael kors,womens 36 mm jaryn white dial stainless steel analog watch - mk4623i,Nan,Nan,14495,Nan,Watches-Women
14,titan,womens 34 mm titan ladies edge ceramic black dial ceramic analogue watch - 2653nc01,Nan,Nan,19690,Nan,Watches-Women
15,daniel wellington,womens classic petite cornwall rose gold & white watch - dw00100251,Nan,"Rs
10599",5299,50% off,Watches-Women
16,giordano,womens beige dial metallic multi-function watch - gd-2108-22,Nan,"Rs
13290",6645,50% off,Watches-Women
17,tommy hilfiger,womens black dial stainless steel bracelet analog watch,Nan,Nan,13495,Nan,Watches-Women
18,tommy hilfiger,womens alex blue dial stainless steel analogue watch - th1781971,Nan,"Rs
8995",7196,20% off,Watches-Women
19,giordano,womens black dial analogue watch - gd-2018-11,Nan,"Rs
12990",3897,70% off,Watches-Women
20,esprit,women silver dial stainless steel analog watch,Nan,"Rs
8500",6375,25% off,Watches-Women
21,fossil,womens 42 mm gen 6 full color display silicone digital smart watch - ftw6080,Nan,Nan,23995,Nan,Watches-Women
22,Nan,Nan,Nan,Nan,Nan,Nan,Watches-Women
23,casio,womens 40-49 mm g-shock black dial resin digital watch - g1070,Nan,"Rs
13495",10796,20% off,Watches-Women
24,fastrack,womens 32.2 mm grey dial leather analogue watch - 6259sl01,Nan,Nan,2395,Nan,Watches-Women
25,titan,womens raga viva v phase ii brown dial stainless steel analog watch - 2665wm01,Nan,Nan,4995,Nan,Watches-Women
0,fastrack,womens animal print black dial analogue watch - 6222nm01,Nan,Nan,2595,Nan,Watches-Women
1,fastrack,womens analogue plastic watch - 68006pp04,Nan,Nan,2195,Nan,Watches-Women
2,michael kors,womens gen 5e darci stainless steel smart watch - mkt5128,Nan,Nan,25995,Nan,Watches-Women
3,coach,womens white leather analogue watch  - 14000060,Nan,"Rs
22995",11497,50% off,Watches-Women
4,anne klein,womens ceramic tan mother of pearl dial analogue watch - ak3672tngb,Nan,"Rs
14995",8997,40% off,Watches-Women
5,giordano,womens gold dial analog watch p2033-22,Nan,"Rs
11250",3375,70% off,Watches-Women
6,fastrack wearables,unisex 18.5 x 45.4 x 11 mm reflex 3.0 black dial silicone smart band - swd90067pp02a,Nan,"Rs
2995",1795,40% off,Watches-Women
7,emporio armani,womens mother of pearl dial stainless steel analogue watch - ar1683i,Nan,"Rs
23495",16446,30% off,Watches-Women
8,titan,womens 31.10 x 7.50 x 29 mm raga espana silver white dial brass analog watch - nm95051km03,Nan,"Rs
9995",4997,50% off,Watches-Women
9,casio,womens enticer analogue black dial metallic watch - a1547,Nan,"Rs
6495",4546,30% off,Watches-Women
10,casio,unisex vintage gold dial steel digital watch - d198,Nan,"Rs
5295",4765,10% off,Watches-Women
11,michael kors,womens 39 mm pyper white dial stainless steel analog watch - mk4594i,Nan,Nan,13495,Nan,Watches-Women
12,fastrack,womens 34 mm revibe black dial recycled fabric analogue watch - 6253pf02,Nan,Nan,2695,Nan,Watches-Women
13,esprit,womens 32 mm summer spring green dial stainless steel analog watch - es1l331m0095,Nan,"Rs
9990",7492,25% off,Watches-Women
14,helix,womens digital dial resin digital watch - tw0hxb101t,Nan,"Rs
1495",897,40% off,Watches-Women
15,guess,womens 40 mm g twist champagne dial silicone analog watch - w0638l4,Nan,"Rs
7495",5246,30% off,Watches-Women
16,fossil,womens 28 mm carlie mini white dial stainless steel analogue watch - es4648,Nan,Nan,9495,Nan,Watches-Women
17,just cavalli,womens 23x29 mm glam snake serpentine rose gold dial stainless steel analogue watch - jc1l163m0035,Nan,"Rs
24900",22410,10% off,Watches-Women
18,casio,unisex 30-39 mm vintage silver dial metal digital watch - d148,Nan,"Rs
5295",4765,10% off,Watches-Women
19,giordano,womens black silicon strap analog watch- 2754-01,Nan,"Rs
6750",2025,70% off,Watches-Women
20,tommy hilfiger,womens pink dial stainless steel bracelet analog watch,Nan,Nan,13495,Nan,Watches-Women
21,giordano,womens brown dial metal analogue watch - gd-2102,Nan,"Rs
10990",4396,60% off,Watches-Women
22,Nan,Nan,Nan,Nan,Nan,Nan,Watches-Women
23,tommy hilfiger,womens samantha blue dial stainless steel analog watch,Nan,Nan,7750,Nan,Watches-Women
24,giordano,womens multi-function white dial leather watch - 2890-01,Nan,"Rs
8790",2637,70% off,Watches-Women
25,giordano,womens black dial mesh metal analog watch,Nan,"Rs
7100",4970,30% off,Watches-Women
0,titan,womens purple ceramic refreshers blue dial metal & ceramic analogue watch - wtt95061wd03,Nan,Nan,9640,Nan,Watches-Women
1,giordano,womens analogue white dial watch,Nan,"Rs
7790",2337,70% off,Watches-Women
2,fossil,womens 36 mm jacqueline beige dial stainless steel analog watch - es5120i,Nan,"Rs
10995",8796,20% off,Watches-Women
3,giordano,womens silver dial metallic analogue watch - gd-2036-11,Nan,"Rs
11590",3477,70% off,Watches-Women
4,tommy hilfiger,womens 40 mm pink dial leather analogue watch,Nan,"Rs
6495",4546,30% off,Watches-Women
5,titan,womens neo white dial multifunction watch 2595sl02,Nan,"Rs
4495",2697,40% off,Watches-Women
6,just cavalli,womens glam chic collection silver dial watch - jc1l022m0045,Nan,"Rs
18500",16650,10% off,Watches-Women
7,fastrack wearables,unisex 45 mm fastrack reflex play silicone smart watch - 38074ap04,Nan,"Rs
7995",5995,25% off,Watches-Women
8,giordano,womens pink dial metallic analogue watch,Nan,"Rs
11990",4796,60% off,Watches-Women
9,timex,womens norway white dial analogue watch - tw2u22800,Nan,"Rs
4995",2497,50% off,Watches-Women
10,giordano,womens green dial analog watch 2847-66,Nan,"Rs
8450",4225,50% off,Watches-Women
11,amazfit,unisex 42 mm gts 3 rose gold dial silicone amoled smart watch - a2035,Nan,Nan,13999,Nan,Watches-Women
12,timex,womens blue dial metallic multi-function watch - twel14502,Nan,"Rs
4395",3516,20% off,Watches-Women
13,coach,womens park blue dial stainless steel analogue watch - ncco14503567w,Nan,"Rs
22000",13200,40% off,Watches-Women
14,giordano,womens two tone dial metallic analogue watch - gd-2040-11,Nan,"Rs
11590",3477,70% off,Watches-Women
15,casio,unisex vintage gold dial steel digital watch - d188,Nan,"Rs
5995",4796,20% off,Watches-Women
16,fossil,womens 36 mm jacqueline mother of pearl dial stainless steel analog watch - es5165i,Nan,Nan,11995,Nan,Watches-Women
17,armani exchange,womens 36 mm lady hampton rose gold dial stainless steel analog watch - ax5264i,Nan,Nan,13995,Nan,Watches-Women
18,timex,womens 34 mm fashion silver dial rose gold stainless steel mesh bracelet analogue watch - twel11823,Nan,"Rs
3195",2556,20% off,Watches-Women
19,giordano,womens silver dial analogue watch - gd-2018-01,Nan,"Rs
11590",3477,70% off,Watches-Women
20,giordano,womens navy blue dial metallic multi function watch - gd-2055-dd,Nan,"Rs
14490",5796,60% off,Watches-Women
21,titan,womens 44 x 7.80 x 38 mm purple self expression pink dial stainless steel analog watch - nm95109qm01,Nan,"Rs
9995",4997,50% off,Watches-Women
22,Nan,Nan,Nan,Nan,Nan,Nan,Watches-Women
23,titan,womens animalia prune dial stainless steel analogue watch - 95130qm01,Nan,Nan,9295,Nan,Watches-Women
24,fossil,womens 32 mm scarlette mini green dial stainless steel analog watch - es5123,Nan,"Rs
9495",7596,20% off,Watches-Women
25,giordano,womens rose gold dial metallic analogue watch,Nan,"Rs
11590",4636,60% off,Watches-Women
0,giordano,womens black dial stainless steel analogue watch - 2973-11,Nan,"Rs
8390",2517,70% off,Watches-Women
1,swiss eagle,womens analogue metallic watch,Size:Error Size,"Rs
13990",4197,70% off,Watches-Women
2,fossil,womens 30 mm modern sophisticate silver dial stainless steel analog watch - bq1574i,Nan,Nan,6995,Nan,Watches-Women
3,timex,womens 27 mm fria mother of pearl dial brass analogue watch - twel15001,Nan,"Rs
5795",4636,20% off,Watches-Women
4,casio,womens 35-45 mm black dial stainless steel analogue watch - a1955,Nan,"Rs
4995",4495,10% off,Watches-Women
5,timex,womens mop dial stainless steel multi-function watch - tw000w208,Nan,"Rs
4745",2847,40% off,Watches-Women
6,titan,womens black dial semi solid analogue watch - nm2480sm02,Nan,Nan,3165,Nan,Watches-Women
7,fossil,womens jacqueline rose gold dial stainless steel analog watch - es5185,Nan,Nan,10995,Nan,Watches-Women
8,timex,heritage collection waterbury cream dial bracelet with neon accents,Nan,"Rs
7795",3897,50% off,Watches-Women
9,fossil,womens 38 mm stella rose gold dial ceramic analog watch - ce1112,Nan,Nan,16995,Nan,Watches-Women
10,titan,womens 35 mm titan ladies slimline ii silver white dial metal analogue watch - 95142wm01,Nan,Nan,7295,Nan,Watches-Women
11,fastrack,womens 34.5 mm fastrack x wonder woman black dial leather analog watch - 6238ql01,Nan,Nan,2795,Nan,Watches-Women
12,kenneth cole,womens 36 mm brown dial stainless steel analog watch,Nan,Nan,11695,Nan,Watches-Women
13,giordano,womens analogue metallic watch - g2043-11,Nan,"Rs
3995",1997,50% off,Watches-Women
14,fastrack,womens animal print multi-colour dial analogue watch - 6221wm01,Nan,Nan,2750,Nan,Watches-Women
15,giordano,womens mother of pearl dial analogue metallic watch - gd-2041-33,Nan,"Rs
11990",4796,60% off,Watches-Women
16,tommy hilfiger,womens silver dial silicone regular strap belt analog watch,Nan,Nan,11495,Nan,Watches-Women
17,anne klein,womens navy blue dial stainless steel analogue watch - ak1363nvtt,Nan,"Rs
7499",4499,40% off,Watches-Women
18,fastrack,womens ft stunners light puple dial leather analog watch,Nan,Nan,1295,Nan,Watches-Women
19,titan,womens chronograph watch - wtt-95062wd02,Nan,Nan,10640,Nan,Watches-Women
20,casio,womens sheen off white dial mesh band analogue watch - sx276,Nan,"Rs
11995",8396,30% off,Watches-Women
21,guess,womens 38 mm eclipse white dial silicone analog watch - gw0315l1,Nan,"Rs
11500",8050,30% off,Watches-Women
22,Nan,Nan,Nan,Nan,Nan,Nan,Watches-Women
23,casio,unisex 36 mm vintage black dial metal digital watch,Nan,"Rs
5495",4945,10% off,Watches-Women
